id_incidente,fecha_hora_reporte,fecha_hora_resolucion,tipo_incidente,ubicacion,pais,nivel_gravedad,tiempo_respuesta_minutos,estado,dispositivo_asociado,cliente_tipo
INC-00221,2024-05-05 02:55:02,2024-05-05 04:23:02,sabotaje,São Paulo,Brasil,alto,45.0,cerrado,sistema,particular
INC-00222,2024-05-06 22:28:40,2024-05-06 23:27:40,alarma,Monterrey,México,alto,25.0,cerrado,sensor,empresa
INC-00223,2024-05-09 02:43:27,,otros,Bogotá,Colombia,bajo,,abierto,alarma,particular
INC-00224,2024-05-11 10:07:02,2024-05-11 11:21:02,intrusión,Guadalajara,México,medio,35.0,cerrado,cámara,empresa
INC-00225,2024-05-11 13:30:34,,fallo técnico,Valparaíso,Chile,alto,18.0,en proceso,sistema,empresa
INC-00226,2024-05-11 17:10:16,2024-05-11 18:08:16,otros,Barcelona,España,alto,23.0,cerrado,alarma,particular
INC-00227,2024-05-11 21:38:38,2024-05-11 22:51:38,fallo técnico,Madrid,España,alto,17.0,cerrado,sensor,particular
INC-00228,2024-05-12 01:12:06,2024-05-12 01:50:06,robo,Mendoza,Argentina,crítico,9.0,cerrado,cámara,particular
INC-00229,2024-05-12 01:53:07,2024-05-12 03:21:07,sabotaje,São Paulo,Brasil,medio,88.0,cerrado,sensor,empresa
INC-00230,2024-05-12 05:38:31,,robo,Rio de Janeiro,Brasil,medio,,abierto,cámara,empresa
INC-00231,2024-05-12 15:33:46,2024-05-12 17:21:46,fallo técnico,Rio de Janeiro,Brasil,alto,48.0,cerrado,sistema,empresa
INC-00232,2024-05-12 22:14:32,,intrusión,Guadalajara,México,medio,26.0,en proceso,cámara,empresa
INC-00233,2024-05-14 00:37:32,2024-05-14 02:17:32,robo,Barcelona,España,alto,57.0,cerrado,sistema,empresa
INC-00234,2024-05-15 22:20:53,2024-05-15 23:42:53,intrusión,Barcelona,España,alto,22.0,cerrado,alarma,empresa
INC-00235,2024-05-15 22:33:27,,robo,Buenos Aires,Argentina,bajo,,abierto,alarma,empresa
INC-00236,2024-05-16 19:44:56,2024-05-16 20:44:56,otros,Barcelona,España,crítico,19.0,cerrado,sensor,particular
INC-00237,2024-05-16 21:37:52,2024-05-17 00:06:52,alarma,Buenos Aires,Argentina,bajo,146.0,cerrado,alarma,empresa
INC-00238,2024-05-17 03:47:35,2024-05-17 05:25:35,robo,São Paulo,Brasil,alto,44.0,cerrado,sistema,empresa
INC-00239,2024-05-17 08:21:33,2024-05-17 10:58:33,robo,Madrid,España,bajo,97.0,cerrado,cámara,empresa
INC-00240,2024-05-18 01:17:23,,intrusión,Barcelona,España,bajo,,abierto,sistema,empresa
INC-00241,2024-05-18 03:52:01,,alarma,Buenos Aires,Argentina,crítico,,abierto,alarma,particular
INC-00242,2024-05-18 12:21:53,2024-05-18 13:17:53,robo,Buenos Aires,Argentina,alto,36.0,cerrado,cámara,particular
INC-00243,2024-05-18 14:02:18,2024-05-18 14:43:18,robo,Rio de Janeiro,Brasil,crítico,14.0,cerrado,cámara,empresa
INC-00244,2024-05-19 12:35:32,,alarma,Valparaíso,Chile,medio,38.0,en proceso,alarma,particular
INC-00245,2024-05-19 15:34:00,2024-05-19 17:32:00,robo,Guadalajara,México,bajo,92.0,cerrado,cámara,empresa
INC-00246,2024-05-19 19:44:12,2024-05-19 23:11:12,alarma,Rio de Janeiro,Brasil,bajo,190.0,cerrado,alarma,empresa
INC-00247,2024-05-19 20:51:26,,robo,Ciudad de México,México,bajo,,abierto,cámara,particular
INC-00248,2024-05-20 07:02:26,2024-05-20 09:02:26,sabotaje,Concepción,Chile,bajo,113.0,cerrado,sistema,particular
INC-00249,2024-05-20 12:18:35,2024-05-20 13:27:35,robo,Barcelona,España,crítico,26.0,cerrado,cámara,empresa
INC-00250,2024-05-20 23:37:15,2024-05-21 02:20:15,alarma,Puebla,México,bajo,130.0,cerrado,cámara,particular
INC-00251,2024-05-21 06:28:26,2024-05-21 08:21:26,fallo técnico,Brasília,Brasil,medio,84.0,cerrado,sistema,empresa
INC-00252,2024-05-21 18:15:14,2024-05-21 21:02:14,alarma,Antofagasta,Chile,bajo,136.0,cerrado,sensor,empresa
INC-00253,2024-05-22 15:01:23,2024-05-22 17:21:23,robo,Valparaíso,Chile,bajo,117.0,cerrado,alarma,empresa
INC-00254,2024-05-23 01:53:49,2024-05-23 02:45:49,alarma,Bogotá,Colombia,crítico,19.0,cerrado,alarma,empresa
INC-00255,2024-05-23 18:47:32,2024-05-23 20:52:32,sabotaje,Buenos Aires,Argentina,bajo,77.0,cerrado,alarma,particular
INC-00256,2024-05-25 02:02:58,2024-05-25 02:46:58,sabotaje,Guadalajara,México,alto,42.0,cerrado,cámara,particular
INC-00257,2024-05-25 05:50:19,2024-05-25 07:14:19,alarma,Buenos Aires,Argentina,alto,28.0,cerrado,sensor,particular
INC-00258,2024-05-25 07:39:53,2024-05-25 08:55:53,alarma,Rosario,Argentina,alto,30.0,cerrado,alarma,particular
INC-00259,2024-05-25 10:02:08,2024-05-25 11:49:08,alarma,Medellín,Colombia,bajo,93.0,cerrado,alarma,particular
INC-00260,2024-05-26 18:26:03,2024-05-26 19:10:03,intrusión,Valencia,España,alto,41.0,cerrado,cámara,empresa
INC-00261,2024-05-27 15:55:33,2024-05-27 16:20:33,robo,Córdoba,Argentina,crítico,8.0,cerrado,alarma,particular
INC-00262,2024-05-27 16:18:23,2024-05-27 19:39:23,sabotaje,Rio de Janeiro,Brasil,bajo,143.0,cerrado,cámara,particular
INC-00263,2024-05-29 09:58:53,2024-05-29 12:05:53,alarma,Tucumán,Argentina,bajo,101.0,cerrado,sensor,particular
INC-00264,2024-05-29 12:04:34,2024-05-29 13:18:34,sabotaje,Bilbao,España,alto,40.0,cerrado,sensor,particular
INC-00265,2024-05-30 07:30:39,2024-05-30 09:11:39,intrusión,Rosario,Argentina,bajo,73.0,cerrado,sensor,particular
INC-00266,2024-05-30 14:11:10,2024-05-30 15:37:10,robo,Barcelona,España,medio,66.0,cerrado,cámara,empresa
INC-00267,2024-05-31 02:13:55,2024-05-31 02:56:55,intrusión,Bilbao,España,alto,43.0,cerrado,alarma,particular
INC-00268,2024-05-31 11:02:09,2024-05-31 11:54:09,robo,Fortaleza,Brasil,alto,27.0,cerrado,sensor,particular
INC-00269,2024-05-31 23:43:48,2024-06-01 00:18:48,fallo técnico,Madrid,España,crítico,23.0,cerrado,sistema,particular
INC-00270,2024-06-01 00:59:02,2024-06-01 02:27:02,alarma,Buenos Aires,Argentina,alto,67.0,cerrado,alarma,empresa
INC-00271,2024-06-01 11:37:35,2024-06-01 12:13:35,fallo técnico,Rio de Janeiro,Brasil,alto,31.0,cerrado,sistema,empresa
INC-00272,2024-06-01 15:31:11,2024-06-01 16:33:11,fallo técnico,Medellín,Colombia,alto,6.0,cerrado,sistema,empresa
INC-00273,2024-06-01 16:08:20,,alarma,Buenos Aires,Argentina,bajo,,abierto,cámara,particular
INC-00274,2024-06-02 01:35:51,2024-06-02 02:38:51,robo,São Paulo,Brasil,bajo,27.0,cerrado,sensor,empresa
INC-00275,2024-06-02 04:11:49,2024-06-02 06:14:49,robo,Madrid,España,medio,72.0,cerrado,cámara,empresa
INC-00276,2024-06-02 05:30:57,,alarma,Barcelona,España,bajo,31.0,en proceso,alarma,particular
INC-00277,2024-06-02 11:38:45,,alarma,Puebla,México,bajo,95.0,en proceso,alarma,empresa
INC-00278,2024-06-02 16:28:07,2024-06-02 17:44:07,intrusión,São Paulo,Brasil,alto,32.0,cerrado,alarma,empresa
INC-00279,2024-06-03 06:21:26,2024-06-03 08:04:26,fallo técnico,Madrid,España,bajo,76.0,cerrado,sistema,empresa
INC-00280,2024-06-05 09:05:32,,alarma,Barcelona,España,alto,6.0,en proceso,sensor,empresa
INC-00281,2024-06-06 15:46:55,2024-06-06 17:53:55,otros,Rio de Janeiro,Brasil,medio,69.0,cerrado,sensor,empresa
INC-00282,2024-06-06 19:46:57,,sabotaje,Ciudad de México,México,crítico,10.0,en proceso,alarma,empresa
INC-00283,2024-06-06 22:21:02,2024-06-06 22:56:02,robo,Buenos Aires,Argentina,medio,25.0,cerrado,sensor,empresa
INC-00284,2024-06-07 14:22:09,2024-06-07 15:26:09,intrusión,Salvador,Brasil,alto,43.0,cerrado,alarma,empresa
INC-00285,2024-06-07 23:48:07,2024-06-08 00:20:07,alarma,Ciudad de México,México,alto,13.0,cerrado,alarma,particular
INC-00286,2024-06-08 00:33:52,2024-06-08 01:03:52,fallo técnico,Córdoba,Argentina,alto,26.0,cerrado,alarma,empresa
INC-00287,2024-06-08 12:37:40,,alarma,Bilbao,España,medio,22.0,en proceso,sensor,empresa
INC-00288,2024-06-08 19:13:45,2024-06-08 20:08:45,robo,Buenos Aires,Argentina,alto,49.0,cerrado,cámara,empresa
INC-00289,2024-06-08 23:34:32,2024-06-09 01:20:32,otros,Córdoba,Argentina,bajo,105.0,cerrado,sensor,empresa
INC-00290,2024-06-09 17:04:10,,robo,Barcelona,España,bajo,,abierto,alarma,empresa
INC-00291,2024-06-10 03:57:36,2024-06-10 04:32:36,alarma,Santiago,Chile,crítico,5.0,cerrado,alarma,empresa
INC-00292,2024-06-10 15:05:00,2024-06-10 16:07:00,alarma,São Paulo,Brasil,medio,35.0,cerrado,alarma,particular
INC-00293,2024-06-11 16:02:51,,alarma,Buenos Aires,Argentina,bajo,,abierto,alarma,empresa
INC-00294,2024-06-11 22:32:25,2024-06-12 00:37:25,alarma,São Paulo,Brasil,medio,74.0,cerrado,alarma,empresa
INC-00295,2024-06-12 18:30:51,2024-06-12 19:35:51,otros,Valparaíso,Chile,medio,64.0,cerrado,sensor,empresa
INC-00296,2024-06-12 18:42:55,2024-06-12 19:32:55,alarma,Zaragoza,España,crítico,13.0,cerrado,alarma,particular
INC-00297,2024-06-12 21:15:17,2024-06-12 22:39:17,robo,Ciudad de México,México,alto,33.0,cerrado,alarma,particular
INC-00298,2024-06-14 01:20:36,2024-06-14 02:41:36,otros,Rosario,Argentina,medio,41.0,cerrado,cámara,empresa
INC-00299,2024-06-15 06:42:17,2024-06-15 09:09:17,intrusión,Buenos Aires,Argentina,medio,88.0,cerrado,sistema,particular
INC-00300,2024-06-18 15:20:15,,intrusión,Fortaleza,Brasil,bajo,,abierto,sistema,empresa
INC-00301,2024-06-19 22:46:03,2024-06-19 23:40:03,intrusión,Santiago,Chile,crítico,33.0,cerrado,cámara,empresa
INC-00302,2024-06-21 06:21:12,,intrusión,São Paulo,Brasil,bajo,72.0,en proceso,alarma,empresa
INC-00303,2024-06-21 07:50:14,2024-06-21 08:27:14,robo,Bogotá,Colombia,crítico,22.0,cerrado,alarma,empresa
INC-00304,2024-06-21 20:07:33,2024-06-21 20:56:33,robo,Monterrey,México,alto,43.0,cerrado,alarma,empresa
INC-00305,2024-06-22 05:08:17,2024-06-22 06:45:17,robo,Buenos Aires,Argentina,medio,67.0,cerrado,sensor,empresa
INC-00306,2024-06-22 10:02:29,,otros,Zaragoza,España,medio,25.0,en proceso,sensor,empresa
INC-00307,2024-06-22 21:18:51,2024-06-23 00:03:51,intrusión,Ciudad de México,México,bajo,144.0,cerrado,cámara,empresa
INC-00308,2024-06-22 22:41:50,2024-06-23 00:26:50,sabotaje,Mendoza,Argentina,medio,52.0,cerrado,cámara,empresa
INC-00309,2024-06-23 14:39:17,,otros,São Paulo,Brasil,medio,35.0,en proceso,sistema,empresa
INC-00310,2024-06-23 17:54:14,2024-06-23 19:13:14,fallo técnico,Valencia,España,bajo,58.0,cerrado,sistema,particular
INC-00311,2024-06-23 21:22:55,2024-06-23 22:34:55,fallo técnico,São Paulo,Brasil,alto,39.0,cerrado,sistema,empresa
INC-00312,2024-06-23 23:39:49,2024-06-24 01:41:49,robo,Ciudad de México,México,bajo,72.0,cerrado,sensor,empresa
INC-00313,2024-06-25 22:28:28,,intrusión,Sevilla,España,bajo,41.0,en proceso,alarma,empresa
INC-00314,2024-06-27 12:54:28,2024-06-27 13:23:28,alarma,Ciudad de México,México,alto,25.0,cerrado,alarma,particular
INC-00315,2024-06-28 22:08:44,2024-06-28 23:38:44,alarma,Bogotá,Colombia,alto,41.0,cerrado,alarma,empresa
INC-00316,2024-06-28 22:15:31,2024-06-28 23:04:31,fallo técnico,Cali,Colombia,crítico,11.0,cerrado,cámara,empresa
INC-00317,2024-06-29 01:46:31,2024-06-29 03:01:31,intrusión,São Paulo,Brasil,medio,36.0,cerrado,cámara,empresa
INC-00318,2024-06-29 12:42:12,2024-06-29 13:42:12,alarma,Buenos Aires,Argentina,alto,32.0,cerrado,alarma,particular
INC-00319,2024-06-30 05:46:52,2024-06-30 06:46:52,robo,Rio de Janeiro,Brasil,crítico,12.0,cerrado,alarma,empresa
INC-00320,2024-07-02 03:33:09,2024-07-02 04:35:09,fallo técnico,Ciudad de México,México,medio,56.0,cerrado,sistema,empresa
INC-00321,2024-07-04 04:12:00,,sabotaje,Madrid,España,bajo,,abierto,alarma,empresa
INC-00322,2024-07-06 08:10:45,2024-07-06 09:32:45,robo,Barcelona,España,medio,42.0,cerrado,cámara,empresa
INC-00323,2024-07-07 04:46:01,2024-07-07 06:21:01,robo,Tucumán,Argentina,medio,67.0,cerrado,cámara,particular
INC-00324,2024-07-07 06:26:44,2024-07-07 07:56:44,otros,Madrid,España,alto,53.0,cerrado,sensor,empresa
INC-00325,2024-07-07 16:10:26,2024-07-07 17:41:26,robo,Sevilla,España,medio,84.0,cerrado,cámara,empresa
INC-00326,2024-07-07 20:08:00,2024-07-07 20:20:00,otros,Ciudad de México,México,crítico,7.0,cerrado,sistema,empresa
INC-00327,2024-07-08 19:39:17,,alarma,Buenos Aires,Argentina,bajo,64.0,en proceso,alarma,particular
INC-00328,2024-07-08 23:30:17,2024-07-09 00:45:17,otros,Cali,Colombia,crítico,17.0,cerrado,sistema,empresa
INC-00329,2024-07-09 02:43:55,2024-07-09 04:48:55,alarma,Madrid,España,bajo,123.0,cerrado,alarma,empresa
INC-00330,2024-07-09 10:50:18,,fallo técnico,Córdoba,Argentina,bajo,46.0,en proceso,sistema,empresa
INC-00331,2024-07-09 14:35:59,,alarma,Valparaíso,Chile,bajo,,abierto,sensor,empresa
INC-00332,2024-07-10 14:56:09,2024-07-10 16:53:09,otros,São Paulo,Brasil,medio,61.0,cerrado,sensor,empresa
INC-00333,2024-07-11 12:01:14,,intrusión,Córdoba,Argentina,medio,,abierto,cámara,empresa
INC-00334,2024-07-12 23:50:00,2024-07-13 01:04:00,robo,Bogotá,Colombia,crítico,20.0,cerrado,alarma,particular
INC-00335,2024-07-13 06:01:46,,fallo técnico,Barcelona,España,medio,,abierto,sistema,particular
INC-00336,2024-07-13 06:15:47,2024-07-13 07:52:47,sabotaje,Cartagena,Colombia,medio,53.0,cerrado,sistema,empresa
INC-00337,2024-07-13 12:56:19,2024-07-13 14:04:19,alarma,Ciudad de México,México,medio,64.0,cerrado,sensor,empresa
INC-00338,2024-07-13 15:49:35,2024-07-13 17:09:35,robo,Madrid,España,crítico,30.0,cerrado,alarma,empresa
INC-00339,2024-07-13 17:46:59,2024-07-13 19:12:59,alarma,Monterrey,México,bajo,78.0,cerrado,sensor,empresa
INC-00340,2024-07-14 01:55:41,,alarma,Mendoza,Argentina,crítico,,abierto,alarma,empresa
INC-00341,2024-07-14 12:43:38,2024-07-14 13:07:38,alarma,Tijuana,México,crítico,21.0,cerrado,alarma,particular
INC-00342,2024-07-15 16:06:39,2024-07-15 17:50:39,alarma,São Paulo,Brasil,bajo,46.0,cerrado,sensor,empresa
INC-00343,2024-07-16 20:57:25,2024-07-16 22:36:25,robo,Madrid,España,bajo,48.0,cerrado,cámara,particular
INC-00344,2024-07-17 00:29:40,,fallo técnico,Brasília,Brasil,bajo,98.0,en proceso,sistema,particular
INC-00345,2024-07-20 02:42:58,2024-07-20 03:54:58,sabotaje,Rosario,Argentina,medio,53.0,cerrado,cámara,empresa
INC-00346,2024-07-20 20:04:46,2024-07-20 21:51:46,sabotaje,Madrid,España,bajo,68.0,cerrado,alarma,empresa
INC-00347,2024-07-21 17:14:41,2024-07-21 18:30:41,intrusión,Ciudad de México,México,alto,36.0,cerrado,alarma,empresa
INC-00348,2024-07-21 21:51:34,2024-07-22 00:50:34,alarma,Buenos Aires,Argentina,bajo,152.0,cerrado,sensor,empresa
INC-00349,2024-07-22 11:11:25,,alarma,Zaragoza,España,bajo,52.0,en proceso,alarma,empresa
INC-00350,2024-07-24 22:18:43,2024-07-25 00:22:43,intrusión,Buenos Aires,Argentina,medio,81.0,cerrado,alarma,empresa
INC-00351,2024-07-25 06:56:02,2024-07-25 07:12:02,alarma,Concepción,Chile,crítico,13.0,cerrado,alarma,empresa
INC-00352,2024-07-26 18:06:09,2024-07-26 19:18:09,alarma,Ciudad de México,México,alto,37.0,cerrado,sistema,empresa
INC-00353,2024-07-27 19:58:30,2024-07-27 20:08:30,alarma,São Paulo,Brasil,alto,7.0,cerrado,sensor,empresa
INC-00354,2024-07-28 10:15:16,2024-07-28 11:09:16,otros,Monterrey,México,alto,36.0,cerrado,sistema,particular
INC-00355,2024-07-28 14:55:39,,intrusión,Santiago,Chile,alto,34.0,en proceso,cámara,empresa
INC-00356,2024-07-28 20:01:18,,fallo técnico,Medellín,Colombia,medio,41.0,en proceso,sistema,particular
INC-00357,2024-07-30 07:53:39,2024-07-30 10:52:39,alarma,Sevilla,España,bajo,140.0,cerrado,sistema,empresa
INC-00358,2024-07-30 08:33:28,2024-07-30 10:30:28,intrusión,Fortaleza,Brasil,bajo,69.0,cerrado,alarma,particular
INC-00359,2024-08-02 02:27:44,,robo,Guadalajara,México,medio,21.0,en proceso,alarma,empresa
INC-00360,2024-08-03 03:06:04,2024-08-03 05:10:04,sabotaje,Brasília,Brasil,bajo,69.0,cerrado,alarma,particular
INC-00361,2024-08-03 11:03:41,2024-08-03 14:20:41,sabotaje,Valencia,España,bajo,159.0,cerrado,cámara,empresa
INC-00362,2024-08-03 18:38:41,2024-08-03 20:17:41,alarma,Ciudad de México,México,bajo,49.0,cerrado,cámara,empresa
INC-00363,2024-08-03 21:06:22,2024-08-03 22:29:22,fallo técnico,Buenos Aires,Argentina,medio,41.0,cerrado,sistema,particular
INC-00364,2024-08-04 10:48:56,,alarma,Ciudad de México,México,bajo,79.0,en proceso,alarma,particular
INC-00365,2024-08-05 15:14:54,,robo,São Paulo,Brasil,crítico,6.0,en proceso,cámara,particular
INC-00366,2024-08-07 22:51:50,2024-08-08 02:18:50,alarma,Buenos Aires,Argentina,bajo,178.0,cerrado,cámara,empresa
INC-00367,2024-08-08 23:31:00,,fallo técnico,Medellín,Colombia,bajo,,abierto,sistema,empresa
INC-00368,2024-08-10 03:08:48,2024-08-10 05:15:48,fallo técnico,São Paulo,Brasil,bajo,77.0,cerrado,cámara,particular
INC-00369,2024-08-10 09:50:51,2024-08-10 11:58:51,intrusión,São Paulo,Brasil,bajo,101.0,cerrado,sistema,particular
INC-00370,2024-08-11 05:13:17,,fallo técnico,Monterrey,México,medio,,abierto,sistema,empresa
INC-00371,2024-08-11 08:49:23,,alarma,Bogotá,Colombia,alto,17.0,en proceso,alarma,particular
INC-00372,2024-08-12 08:03:51,2024-08-12 10:26:51,intrusión,Santiago,Chile,bajo,104.0,cerrado,alarma,empresa
INC-00373,2024-08-12 22:33:29,2024-08-13 00:43:29,fallo técnico,Rio de Janeiro,Brasil,bajo,124.0,cerrado,sensor,empresa
INC-00374,2024-08-13 06:27:21,,robo,Madrid,España,bajo,62.0,en proceso,sensor,empresa
INC-00375,2024-08-13 18:31:03,2024-08-13 20:24:03,intrusión,Rio de Janeiro,Brasil,bajo,53.0,cerrado,alarma,particular
INC-00376,2024-08-14 04:30:09,,fallo técnico,Monterrey,México,medio,,abierto,alarma,particular
INC-00377,2024-08-14 21:46:25,2024-08-15 00:16:25,fallo técnico,São Paulo,Brasil,medio,107.0,cerrado,sistema,particular
INC-00378,2024-08-15 12:23:43,2024-08-15 14:02:43,robo,Ciudad de México,México,medio,49.0,cerrado,sistema,empresa
INC-00379,2024-08-15 14:22:19,,intrusión,Barcelona,España,bajo,44.0,en proceso,cámara,empresa
INC-00380,2024-08-16 03:43:47,2024-08-16 04:50:47,robo,Ciudad de México,México,alto,34.0,cerrado,cámara,empresa
INC-00381,2024-08-17 09:45:45,2024-08-17 10:15:45,robo,Valencia,España,crítico,9.0,cerrado,alarma,empresa
INC-00382,2024-08-17 19:16:58,2024-08-17 20:35:58,robo,Rio de Janeiro,Brasil,medio,42.0,cerrado,alarma,particular
INC-00383,2024-08-17 22:09:59,2024-08-17 23:47:59,alarma,Antofagasta,Chile,medio,86.0,cerrado,alarma,particular
INC-00384,2024-08-18 22:09:51,2024-08-18 22:24:51,alarma,Bilbao,España,alto,9.0,cerrado,alarma,particular
INC-00385,2024-08-21 13:26:58,,alarma,São Paulo,Brasil,alto,12.0,en proceso,alarma,empresa
INC-00386,2024-08-21 21:12:25,2024-08-22 00:49:25,robo,Madrid,España,bajo,179.0,cerrado,cámara,empresa
INC-00387,2024-08-22 01:55:21,,robo,Barcelona,España,medio,32.0,en proceso,sensor,empresa
INC-00388,2024-08-23 20:17:13,2024-08-23 21:45:13,otros,Rio de Janeiro,Brasil,medio,51.0,cerrado,alarma,particular
INC-00389,2024-08-24 07:43:01,2024-08-24 09:43:01,intrusión,Barcelona,España,medio,70.0,cerrado,alarma,empresa
INC-00390,2024-08-25 18:58:43,2024-08-25 20:14:43,robo,Buenos Aires,Argentina,alto,23.0,cerrado,cámara,particular
INC-00391,2024-08-25 21:02:23,2024-08-26 00:25:23,robo,Rio de Janeiro,Brasil,bajo,191.0,cerrado,sensor,empresa
INC-00392,2024-08-25 23:54:59,2024-08-26 01:37:59,fallo técnico,Madrid,España,alto,46.0,cerrado,sistema,particular
INC-00393,2024-08-26 13:21:45,2024-08-26 14:30:45,intrusión,Buenos Aires,Argentina,alto,33.0,cerrado,cámara,particular
INC-00394,2024-08-28 10:57:34,2024-08-28 11:31:34,robo,Rosario,Argentina,crítico,26.0,cerrado,sensor,particular
INC-00395,2024-08-29 03:29:19,2024-08-29 05:47:19,alarma,Fortaleza,Brasil,bajo,98.0,cerrado,sensor,empresa
INC-00396,2024-08-29 08:12:11,,otros,São Paulo,Brasil,bajo,90.0,en proceso,cámara,empresa
INC-00397,2024-08-29 21:04:47,2024-08-29 21:58:47,alarma,Córdoba,Argentina,alto,32.0,cerrado,sensor,empresa
INC-00398,2024-08-30 15:30:13,,robo,Monterrey,México,medio,,abierto,alarma,empresa
INC-00399,2024-08-30 19:21:23,,intrusión,Monterrey,México,medio,25.0,en proceso,alarma,empresa
INC-00400,2024-08-30 23:37:44,2024-08-31 00:45:44,robo,Valparaíso,Chile,crítico,22.0,cerrado,cámara,particular
INC-00401,2024-08-31 00:11:16,2024-08-31 02:14:16,sabotaje,Rio de Janeiro,Brasil,bajo,84.0,cerrado,sistema,empresa
INC-00402,2024-08-31 01:15:26,2024-08-31 01:52:26,robo,Barcelona,España,crítico,9.0,cerrado,cámara,empresa
INC-00403,2024-08-31 23:40:10,2024-09-01 00:27:10,fallo técnico,Rosario,Argentina,alto,36.0,cerrado,cámara,particular
INC-00404,2024-09-01 02:45:18,2024-09-01 04:47:18,fallo técnico,Buenos Aires,Argentina,bajo,107.0,cerrado,cámara,empresa
INC-00405,2024-09-01 02:59:27,2024-09-01 03:30:27,alarma,Brasília,Brasil,alto,23.0,cerrado,sensor,empresa
INC-00406,2024-09-01 05:05:17,2024-09-01 08:43:17,alarma,Madrid,España,bajo,167.0,cerrado,cámara,empresa
INC-00407,2024-09-01 05:23:44,2024-09-01 05:39:44,robo,São Paulo,Brasil,crítico,14.0,cerrado,cámara,particular
INC-00408,2024-09-01 20:30:47,2024-09-01 20:56:47,fallo técnico,Madrid,España,crítico,23.0,cerrado,sistema,particular
INC-00409,2024-09-01 21:07:36,2024-09-01 23:53:36,sabotaje,Bogotá,Colombia,bajo,158.0,cerrado,sensor,empresa
INC-00410,2024-09-03 16:16:52,,fallo técnico,Córdoba,Argentina,bajo,,abierto,sistema,empresa
INC-00411,2024-09-04 04:45:27,2024-09-04 06:41:27,intrusión,Sevilla,España,medio,97.0,cerrado,alarma,particular
INC-00412,2024-09-05 16:14:40,2024-09-05 17:47:40,otros,Ciudad de México,México,alto,56.0,cerrado,sensor,empresa
INC-00413,2024-09-07 05:28:53,,sabotaje,Santiago,Chile,medio,45.0,en proceso,sistema,particular
INC-00414,2024-09-07 12:17:59,2024-09-07 14:13:59,intrusión,São Paulo,Brasil,medio,75.0,cerrado,alarma,empresa
INC-00415,2024-09-08 12:47:02,2024-09-08 14:14:02,otros,Barcelona,España,alto,39.0,cerrado,alarma,empresa
INC-00416,2024-09-08 13:01:14,2024-09-08 14:07:14,fallo técnico,Valencia,España,medio,44.0,cerrado,sistema,empresa
INC-00417,2024-09-08 20:43:21,2024-09-08 21:25:21,robo,Guadalajara,México,alto,23.0,cerrado,alarma,particular
INC-00418,2024-09-09 08:49:27,2024-09-09 13:18:27,alarma,Barcelona,España,bajo,232.0,cerrado,alarma,empresa
INC-00419,2024-09-09 13:37:14,,alarma,Madrid,España,medio,,abierto,alarma,particular
INC-00420,2024-09-10 00:39:09,2024-09-10 03:56:09,robo,Antofagasta,Chile,bajo,141.0,cerrado,cámara,particular
INC-00421,2024-09-10 01:18:24,2024-09-10 02:53:24,otros,Bilbao,España,medio,61.0,cerrado,cámara,particular
INC-00422,2024-09-10 09:37:05,2024-09-10 10:55:05,robo,Cali,Colombia,alto,29.0,cerrado,sensor,empresa
INC-00423,2024-09-10 10:01:37,,robo,Madrid,España,medio,11.0,en proceso,cámara,empresa
INC-00424,2024-09-11 10:18:28,,intrusión,Buenos Aires,Argentina,bajo,,abierto,cámara,empresa
INC-00425,2024-09-11 11:19:08,,fallo técnico,Madrid,España,alto,5.0,en proceso,alarma,particular
INC-00426,2024-09-11 12:15:28,2024-09-11 13:54:28,fallo técnico,Ciudad de México,México,medio,61.0,cerrado,sensor,empresa
INC-00427,2024-09-11 22:06:24,2024-09-11 23:08:24,alarma,Buenos Aires,Argentina,medio,41.0,cerrado,alarma,empresa
INC-00428,2024-09-12 01:58:23,2024-09-12 02:23:23,intrusión,Rio de Janeiro,Brasil,alto,7.0,cerrado,cámara,empresa
INC-00429,2024-09-12 03:51:50,,intrusión,Cartagena,Colombia,medio,5.0,en proceso,cámara,particular
INC-00430,2024-09-12 23:41:24,2024-09-13 00:16:24,intrusión,Rosario,Argentina,medio,35.0,cerrado,cámara,particular
INC-00431,2024-09-14 00:39:05,2024-09-14 02:12:05,robo,Zaragoza,España,bajo,60.0,cerrado,cámara,empresa
INC-00432,2024-09-15 04:13:44,2024-09-15 07:06:44,fallo técnico,Córdoba,Argentina,bajo,136.0,cerrado,sensor,empresa
INC-00433,2024-09-15 05:42:51,2024-09-15 07:59:51,robo,Sevilla,España,bajo,95.0,cerrado,sistema,empresa
INC-00434,2024-09-18 09:12:50,2024-09-18 10:40:50,intrusión,Buenos Aires,Argentina,medio,45.0,cerrado,alarma,empresa
INC-00435,2024-09-18 20:05:59,2024-09-18 20:34:59,fallo técnico,Madrid,España,crítico,20.0,cerrado,cámara,empresa
INC-00436,2024-09-19 17:03:03,2024-09-19 18:18:03,fallo técnico,Ciudad de México,México,medio,72.0,cerrado,sensor,empresa
INC-00437,2024-09-20 03:34:10,,sabotaje,Madrid,España,bajo,72.0,en proceso,sistema,empresa
INC-00438,2024-09-20 03:38:11,2024-09-20 05:30:11,robo,Buenos Aires,Argentina,medio,60.0,cerrado,alarma,empresa
INC-00439,2024-09-21 19:44:56,,intrusión,Madrid,España,bajo,78.0,en proceso,cámara,empresa
